AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Label
-0.01388549805,0.1466674805,-1.004547119,-0.009612147696,-0.004199272487,-0.02646995708,Sitting
-0.01210021973,0.1435394287,-1.000488281,-0.009612147696,-0.004199272487,-0.02646995708,Sitting
-0.01194763184,0.1437683105,-0.9949493408,-0.01157436427,0.005470665637,-0.007740211207,Sitting
-0.006042480469,0.1513824463,-1.00491333,-0.009468070231,0.006854443811,0.002800846472,Sitting
-0.02398681641,0.1421508789,-0.9919128418,-0.009468070231,0.006854443811,0.002800846472,Sitting
-0.02201843262,0.142578125,-0.9925231934,-0.02796878479,0.02228400111,-0.02368482389,Sitting
-0.01187133789,0.150390625,-1.011169434,-0.02796878479,0.02228400111,-0.02368482389,Sitting
-0.009750366211,0.1505279541,-0.9947662354,-0.01984134875,0.023909593,-0.03590766713,Sitting
-0.005859375,0.1544494629,-1.00050354,-0.001306280494,0.02396631986,-0.002540655667,Sitting
-0.01048278809,0.1491088867,-0.9965515137,-0.001306280494,0.02396631986,-0.002540655667,Sitting
-0.01460266113,0.1466674805,-0.9990539551,-0.005208876915,0.002705771709,-0.0002322276414,Sitting
-0.01699829102,0.1450653076,-0.9945526123,-0.005208876915,0.002705771709,-0.0002322276414,Sitting
-0.02098083496,0.1549682617,-0.9909973145,0.004763862584,0.05833494663,-0.02467658371,Sitting
-0.001495361328,0.1387176514,-1.004058838,0.004763862584,0.05833494663,-0.02467658371,Sitting
-0.005004882813,0.1456604004,-0.9979705811,-0.00235157134,0.01418399625,-0.01107395627,Sitting
-0.005889892578,0.1461029053,-0.9978485107,-0.00235157134,0.01418399625,-0.01107395627,Sitting
-0.008697509766,0.1473083496,-0.995513916,-0.007960987277,0.02273407392,-0.002472478664,Sitting
-0.0100402832,0.1511993408,-0.9960479736,-0.0008732505376,0.04344547912,-0.01707192697,Sitting
-0.005859375,0.145690918,-0.9968109131,-0.01149580069,0.01147662662,-0.007519967854,Sitting
-0.003570556641,0.1461486816,-0.9975738525,-0.01149580069,0.01147662662,-0.007519967854,Sitting
-0.006591796875,0.145904541,-0.9999542236,0.002102033002,0.004368382972,-0.005925533362,Sitting
-0.00422668457,0.1516571045,-1.005905151,0.002102033002,0.004368382972,-0.005925533362,Sitting
-0.007293701172,0.1424255371,-0.9957885742,0.006874950137,-0.058859054,-0.007649131119,Sitting
-0.00715637207,0.1443939209,-0.9954376221,0.006874950137,-0.058859054,-0.007649131119,Sitting
-0.007720947266,0.1362457275,-1.000152588,0.008653408848,-0.00558092026,-0.01590652764,Sitting
-0.008361816406,0.1483306885,-0.9933929443,-0.00690397853,0.01512489095,-0.002888464602,Sitting
-0.004531860352,0.1532440186,-0.9997253418,-0.00690397853,0.01512489095,-0.002888464602,Sitting
-0.005004882813,0.1427459717,-0.9961853027,-0.01055597141,0.03380057216,-0.008103732951,Sitting
0.001312255859,0.1458892822,-0.9995269775,-0.01308464259,0.04089044034,-0.001349157421,Sitting
0.009963989258,0.1483154297,-1.005249023,-0.01308464259,0.04089044034,-0.001349157421,Sitting
-0.01570129395,0.1312866211,-0.9889984131,-0.03063194454,-0.03482828662,0.01941204816,Sitting
-0.01371765137,0.1403045654,-0.9886779785,-0.03063194454,-0.03482828662,0.01941204816,Sitting
-0.01141357422,0.1445922852,-0.9950408936,-0.05311035737,0.03174514696,-0.02380839363,Sitting
0.006195068359,0.1481628418,-0.9925689697,-0.08308929205,0.001293497276,0.005622731987,Sitting
-0.004165649414,0.1706695557,-1.00352478,-0.08308929205,0.001293497276,0.005622731987,Sitting
-0.03233337402,0.1497192383,-0.9868621826,-0.07775870711,0.02827611193,-0.07081984729,Sitting
-0.01974487305,0.1705932617,-0.9985656738,-0.07775870711,0.02827611193,-0.07081984729,Sitting
-0.01507568359,0.1572875977,-0.9913787842,-0.09374114126,0.04653368145,-0.05547444522,Sitting
-0.01356506348,0.1754150391,-0.9849700928,-0.1345349103,0.1454216391,-0.1444892734,Sitting
-0.003494262695,0.1881561279,-0.9857330322,-0.1345349103,0.1454216391,-0.1444892734,Sitting
-0.001876831055,0.2065582275,-1.00151062,-0.1036939025,-0.03318192065,-0.1218358874,Sitting
0.004852294922,0.1996307373,-0.9946746826,-0.1036939025,-0.03318192065,-0.1218358874,Sitting
0.01846313477,0.1993103027,-0.99659729,-0.04871560633,0.05766462907,-0.009389506653,Sitting
0.005813598633,0.2003631592,-0.9894256592,-0.02234365419,0.02253700048,0.009039035067,Sitting
-0.004745483398,0.1969146729,-0.978805542,-0.02234365419,0.02253700048,0.009039035067,Sitting
-0.01736450195,0.1994781494,-0.9863433838,-0.07266807556,-0.09073975682,-0.03268151358,Sitting
-0.01536560059,0.2154541016,-0.9955749512,-0.07266807556,-0.09073975682,-0.03268151358,Sitting
0.001052856445,0.204284668,-0.9911651611,-0.05103495345,-0.02753815055,-0.02827451564,Sitting
0.004058837891,0.2115478516,-0.9900054932,-0.01286919322,0.003770503448,0.001325987861,Sitting
-0.01036071777,0.2145996094,-0.9903564453,-0.01286919322,0.003770503448,0.001325987861,Sitting
-0.01637268066,0.2022247314,-0.985534668,-0.002373941708,0.0140681481,0.009223858826,Sitting
-0.0128326416,0.2090911865,-0.989074707,-0.002373941708,0.0140681481,0.009223858826,Sitting
-0.005935668945,0.2114715576,-0.9927215576,0.02225497179,0.01994894072,-0.01185559388,Sitting
-0.0006561279297,0.1966705322,-0.980255127,0.0283283107,0.06496009231,0.004520716146,Sitting
-0.0068359375,0.1975250244,-0.9855957031,0.0283283107,0.06496009231,0.004520716146,Sitting
-0.0164642334,0.1920471191,-0.9858703613,-0.02194870822,0.005995574407,-0.009640110657,Sitting
-0.007598876953,0.2141571045,-0.9851837158,-0.02194870822,0.005995574407,-0.009640110657,Sitting
0.005828857422,0.2239685059,-0.9918365479,-0.01014557853,0.006076002028,-0.002661030507,Sitting
0.008361816406,0.1933441162,-0.9889678955,0.01399198174,-0.01579174586,0.02561082132,Sitting
-0.0104675293,0.1873779297,-0.9919128418,0.01399198174,-0.01579174586,0.02561082132,Sitting
-0.01542663574,0.1923217773,-0.9933013916,0.01607297547,0.02169730514,0.01691107266,Sitting
0.00001525878906,0.1909332275,-0.9947052002,0.01607297547,0.02169730514,0.01691107266,Sitting
-0.01068115234,0.2216033936,-0.9778442383,0.002075667726,-0.1382023394,0.08450050652,Sitting
0.005035400391,0.1981201172,-0.9923400879,-0.01567696407,0.06309028715,-0.02088770457,Sitting
0.00007629394531,0.1927947998,-0.9796600342,-0.01567696407,0.06309028715,-0.02088770457,Sitting
0.01338195801,0.1900634766,-0.9831848145,-0.02343635075,-0.1440533102,-0.02145469189,Sitting
-0.0003814697266,0.1975402832,-0.9942626953,-0.02343635075,-0.1440533102,-0.02145469189,Sitting
-0.004089355469,0.2077178955,-0.9869689941,-0.02204937488,-0.04492672905,-0.01796541736,Sitting
0.01356506348,0.2067718506,-0.9889831543,-0.004347078037,0.01940459013,-0.02193272859,Sitting
0.01696777344,0.1968536377,-0.9910888672,-0.004347078037,0.01940459013,-0.02193272859,Sitting
0.0006103515625,0.2063293457,-0.9930419922,0.0000918790538,-0.01209980622,-0.003157443833,Sitting
-0.0009155273438,0.1936340332,-0.9925384521,0.0000918790538,-0.01209980622,-0.003157443833,Sitting
0.008026123047,0.1784515381,-0.9897155762,0.1678891331,-0.7971925139,0.1239118278,Sitting
-0.03927612305,0.197555542,-0.9950256348,-0.01896623336,0.3822214007,-0.001958222361,Sitting
0.009429931641,0.1873321533,-0.9868774414,-0.01896623336,0.3822214007,-0.001958222361,Sitting
-0.02360534668,0.2030639648,-0.9866790771,0.01744104177,-0.1872226149,0.008829710074,Sitting
-0.0170135498,0.1778259277,-0.9797210693,0.01744104177,-0.1872226149,0.008829710074,Sitting
-0.03884887695,0.1578826904,-0.9901733398,-0.02832324989,0.08662064373,0.0792985484,Sitting
-0.008743286133,0.1572265625,-1.019622803,-0.02832324989,0.08662064373,0.0792985484,Sitting
-0.02153015137,0.1921844482,-1.00453186,0.08677537739,0.0822724998,0.187083602,Sitting
-0.01574707031,0.1595916748,-0.9788665771,-0.03522216901,0.08474843949,-0.06948080659,Sitting
-0.008850097656,0.1729888916,-0.9855957031,-0.03522216901,0.08474843949,-0.06948080659,Sitting
-0.02197265625,0.1960144043,-0.9876861572,-0.03417075425,0.07064753771,-0.01986664906,Sitting
0.03378295898,0.1808013916,-0.9907684326,-0.03417075425,0.07064753771,-0.01986664906,Sitting
0.007278442383,0.208770752,-0.9889373779,-0.1163846627,-0.08137022704,0.06434543431,Sitting
-0.00944519043,0.2326049805,-0.9871063232,-0.1163846627,-0.08137022704,0.06434543431,Sitting
-0.04499816895,0.2678833008,-1.026489258,-0.09394806623,-0.2628193796,0.1777553558,Sitting
-0.0877532959,0.2251586914,-0.965423584,0.07371336967,-0.07308672369,-0.115138039,Sitting
-0.06552124023,0.1715393066,-0.9817047119,0.07371336967,-0.07308672369,-0.115138039,Sitting
-0.06986999512,0.197845459,-0.96824646,-0.009933857247,0.066493541,-0.1075456366,Sitting
-0.0690612793,0.224609375,-0.9730377197,-0.009933857247,0.066493541,-0.1075456366,Sitting
-0.08459472656,0.2383880615,-0.9822540283,0.04996329919,-0.1038696766,-0.1371727735,Sitting
-0.07257080078,0.1996002197,-0.983001709,-0.007150587626,0.05213830248,0.01734490134,Sitting
-0.06359863281,0.246887207,-0.9850769043,-0.007150587626,0.05213830248,0.01734490134,Sitting
-0.07438659668,0.2112121582,-0.9858856201,-0.001988315955,-0.02067465149,-0.0234347526,Sitting
-0.06932067871,0.2129669189,-0.9849395752,-0.001988315955,-0.02067465149,-0.0234347526,Sitting
-0.06060791016,0.2138366699,-0.982635498,-0.002516154665,0.01911297441,-0.04446040839,Sitting
-0.08869934082,0.1896972656,-0.9851074219,0.0171081461,0.5346381068,-0.00595749123,Sitting
-0.05812072754,0.2154846191,-0.9838409424,0.0171081461,0.5346381068,-0.00595749123,Sitting
-0.05726623535,0.2087249756,-0.992477417,-0.01004863903,0.1005058363,0.0006040049484,Sitting
-0.05662536621,0.2119903564,-0.9856719971,-0.01004863903,0.1005058363,0.0006040049484,Sitting
-0.06202697754,0.2089385986,-0.9779663086,-0.01133627817,0.01398745459,-0.01142336335,Sitting
-0.05535888672,0.2065734863,-0.9839019775,-0.002041579224,0.02095348574,-0.0124108633,Sitting
-0.05718994141,0.2119445801,-0.9855651855,-0.002041579224,0.02095348574,-0.0124108633,Sitting
-0.05131530762,0.2076721191,-0.9885253906,-0.005148422904,0.00615243474,-0.01245374046,Sitting
-0.05218505859,0.2113647461,-0.9856414795,-0.005148422904,0.00615243474,-0.01245374046,Sitting
-0.0739440918,0.2257537842,-0.9862518311,-0.006326871924,0.02211941779,-0.007181213703,Sitting
-0.09579467773,0.221496582,-0.9636077881,-0.05775757134,0.6166434884,-0.03395370394,Sitting
0.08610534668,0.182800293,-1.054382324,-0.05775757134,0.6166434884,-0.03395370394,Sitting
-0.07328796387,0.2206115723,-0.9363708496,-0.000193611806,-0.6741640568,-0.02185789496,Sitting
-0.02407836914,0.215057373,-0.9843444824,-0.000193611806,-0.6741640568,-0.02185789496,Sitting
-0.0435333252,0.2118225098,-0.9990539551,0.02825720422,-0.02386671677,0.01180526055,Sitting
-0.03198242188,0.2318725586,-0.9776916504,-0.009759685956,-0.05516178906,-0.01696646586,Sitting
-0.03965759277,0.2055969238,-0.9964752197,-0.009759685956,-0.05516178906,-0.01696646586,Sitting
-0.02575683594,0.2110900879,-0.9875793457,-0.009028648958,0.04439276457,-0.009682188742,Sitting
-0.0234375,0.2075500488,-0.9854278564,-0.009028648958,0.04439276457,-0.009682188742,Sitting
-0.03317260742,0.2147674561,-0.9876708984,-0.005795038305,0.02136041597,0.003030410968,Sitting
-0.03688049316,0.2061157227,-0.9828948975,-0.006413957104,0.006967894733,-0.006893326063,Sitting
-0.03048706055,0.2093505859,-0.9869689941,-0.006413957104,0.006967894733,-0.006893326063,Sitting
-0.03047180176,0.2102661133,-0.9853057861,-0.006396380253,0.004346278962,-0.005196093582,Sitting
-0.02983093262,0.2103881836,-0.9878082275,-0.006396380253,0.004346278962,-0.005196093582,Sitting
-0.03227233887,0.2086486816,-0.9848480225,-0.006254167296,0.007954861969,-0.004049602896,Sitting
-0.03105163574,0.2098999023,-0.9875488281,-0.006332730874,0.001110538142,-0.004697549623,Sitting
-0.02998352051,0.2122192383,-0.9865112305,-0.006332730874,0.001110538142,-0.004697549623,Sitting
-0.03089904785,0.2084655762,-0.9856109619,-0.01238929201,0.003979295492,-0.008403871208,Sitting
-0.03231811523,0.2109680176,-0.9852294922,-0.01238929201,0.003979295492,-0.008403871208,Sitting
-0.02705383301,0.2112121582,-0.9874420166,-0.005470931996,0.02370506339,-0.01003559027,Sitting
-0.03157043457,0.2087097168,-0.9848022461,-0.0088747181,0.01716860011,-0.009374859743,Sitting
-0.02536010742,0.2093200684,-0.9883728027,-0.0088747181,0.01716860011,-0.009374859743,Sitting
-0.02647399902,0.2097015381,-0.9851226807,-0.009692042135,-0.03876124322,-0.001904426492,Sitting
-0.03330993652,0.2028045654,-0.9820404053,-0.009692042135,-0.03876124322,-0.001904426492,Sitting
-0.05012512207,0.224029541,-0.9789123535,0.002866360359,-0.07727241516,-0.0008692557458,Sitting
-0.02331542969,0.206237793,-0.9978790283,-0.00215769303,0.02558205836,0.01329023857,Sitting
-0.05863952637,0.2185668945,-0.9769744873,-0.00215769303,0.02558205836,0.01329023857,Sitting
-0.01599121094,0.2094573975,-0.9883728027,-0.003676493885,0.07762661576,-0.02466060594,Sitting
-0.03028869629,0.2120819092,-0.9866333008,-0.003676493885,0.07762661576,-0.02466060594,Sitting
-0.05090332031,0.2162017822,-0.9757843018,-0.01644155756,0.006740460638,-0.02178785391,Sitting
0.0160369873,0.1596984863,-0.9882049561,0.008529571816,0.08470290154,-0.02566408366,Sitting
-0.08099365234,0.2247161865,-0.9728851318,0.008529571816,0.08470290154,-0.02566408366,Sitting
-0.03703308105,0.2258148193,-0.9941101074,-0.02457644977,0.1420615315,0.01163615007,Sitting
0.02769470215,0.2057800293,-1.044204712,-0.02457644977,0.1420615315,0.01163615007,Sitting
-0.09381103516,0.2199401855,-0.967300415,-0.02636902221,-0.3709011078,0.01661359705,Sitting
-0.01579284668,0.1992492676,-0.9968414307,-0.02626489289,0.009471265599,-0.01316453796,Sitting
-0.06504821777,0.2246398926,-0.9742889404,-0.02626489289,0.009471265599,-0.01316453796,Sitting
-0.02978515625,0.2059783936,-1.008148193,-0.04939897358,-0.1256466061,-0.01164440531,Sitting
-0.06593322754,0.2148895264,-0.9666748047,-0.04939897358,-0.1256466061,-0.01164440531,Sitting
-0.01094055176,0.2080535889,-0.9937133789,-0.04176688939,0.1971934885,-0.04248993471,Sitting
-0.03271484375,0.2200012207,-0.9796905518,-0.04176688939,0.1971934885,-0.04248993471,Sitting
0.0241394043,0.1792144775,-0.9994812012,-0.03567144647,0.2777711749,-0.05331941321,Sitting
-0.02488708496,0.2357788086,-0.9872131348,-0.02081420086,0.3129589856,-0.05871444568,Sitting
0.01327514648,0.2117462158,-0.9907226563,-0.02081420086,0.3129589856,-0.05871444568,Sitting
0.0493927002,0.2074432373,-0.9829101563,-0.01728551276,0.1509679407,-0.1142746434,Sitting
0.03758239746,0.2265777588,-0.9741363525,-0.01728551276,0.1509679407,-0.1142746434,Sitting
0.04000854492,0.2192993164,-0.9825439453,-0.01798166335,0.1450903416,-0.05918608978,Sitting
0.03913879395,0.2225494385,-0.985458374,-0.01555312704,0.06439577043,-0.07745537907,Sitting
0.04763793945,0.2184906006,-0.9849243164,-0.01555312704,0.06439577043,-0.07745537907,Sitting
0.05833435059,0.2256622314,-0.9829559326,-0.01674169488,0.1365045756,-0.06723443419,Sitting
