AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Label
-0.013885498046875,0.14666748046875,-1.004547119140625,-0.009612147696316242,-0.004199272487312555,-0.02646995708346367,Sitting
-0.0121002197265625,0.1435394287109375,-1.00048828125,-0.009612147696316242,-0.004199272487312555,-0.02646995708346367,Sitting
-0.0119476318359375,0.143768310546875,-0.9949493408203125,-0.011574364267289639,0.005470665637403727,-0.007740211207419634,Sitting
-0.00604248046875,0.1513824462890625,-1.004913330078125,-0.009468070231378078,0.006854443810880184,0.0028008464723825455,Sitting
-0.02398681640625,0.14215087890625,-0.991912841796875,-0.009468070231378078,0.006854443810880184,0.0028008464723825455,Sitting
-0.0220184326171875,0.142578125,-0.992523193359375,-0.027968784794211388,0.022284001111984253,-0.023684823885560036,Sitting
-0.011871337890625,0.150390625,-1.01116943359375,-0.027968784794211388,0.022284001111984253,-0.023684823885560036,Sitting
-0.0097503662109375,0.1505279541015625,-0.9947662353515625,-0.019841348752379417,0.023909593001008034,-0.03590766713023186,Sitting
-0.005859375,0.154449462890625,-1.0005035400390625,-0.001306280493736267,0.023966319859027863,-0.002540655666962266,Sitting
-0.0104827880859375,0.14910888671875,-0.996551513671875,-0.001306280493736267,0.023966319859027863,-0.002540655666962266,Sitting
-0.0146026611328125,0.14666748046875,-0.999053955078125,-0.005208876915276051,0.0027057717088609934,-0.00023222764139063656,Sitting
-0.016998291015625,0.1450653076171875,-0.9945526123046875,-0.005208876915276051,0.0027057717088609934,-0.00023222764139063656,Sitting
-0.0209808349609375,0.15496826171875,-0.990997314453125,0.004763862583786249,0.058334946632385254,-0.02467658370733261,Sitting
-0.001495361328125,0.1387176513671875,-1.004058837890625,0.004763862583786249,0.058334946632385254,-0.02467658370733261,Sitting
-0.0050048828125,0.145660400390625,-0.9979705810546875,-0.0023515713401138783,0.014183996245265007,-0.01107395626604557,Sitting
-0.005889892578125,0.1461029052734375,-0.9978485107421875,-0.0023515713401138783,0.014183996245265007,-0.01107395626604557,Sitting
-0.008697509765625,0.147308349609375,-0.995513916015625,-0.007960987277328968,0.02273407392203808,-0.002472478663548827,Sitting
-0.010040283203125,0.1511993408203125,-0.9960479736328125,-0.0008732505375519395,0.04344547912478447,-0.017071926966309547,Sitting
-0.005859375,0.14569091796875,-0.9968109130859375,-0.0114958006888628,0.011476626619696617,-0.00751996785402298,Sitting
-0.003570556640625,0.146148681640625,-0.9975738525390625,-0.0114958006888628,0.011476626619696617,-0.00751996785402298,Sitting
-0.006591796875,0.145904541015625,-0.9999542236328125,0.0021020330023020506,0.0043683829717338085,-0.00592553336173296,Sitting
